125	13	3	13	13	1	2	8	0	4	4	15	5
126	7	7	8	13	6	7	9	2	6	5	6	1
127	0	5	6	11	4	10	15	11	2	0	1	6
128	3	11	6	3	2	11	13	8	6	6	2	6
129	0	3	8	0	12	10	2	7	3	11	4	1
130	12	4	0	15	4	4	10	12	15	5	5	0
131	2	14	14	12	11	1	6	3	2	14	8	3
132	2	1	9	1	11	1	5	13	2	0	4	8
133	8	10	11	7	2	0	2	7	15	6	8	4
134	4	13	11	3	13	4	12	8	4	9	14	8
135	15	13	12	3	8	12	10	9	9	14	12	12
136	8	14	3	2	6	7	15	12	8	8	4	3
137	2	8	14	9	15	11	5	14	10	0	15	2
138	12	6	8	8	2	3	7	14	3	14	9	0
139	1	6	2	6	1	14	3	0	8	11	1	3
140	5	13	0	1	7	15	8	2	8	2	14	10
141	14	1	10	7	10	13	11	6	0	11	11	5
142	15	10	3	10	11	2	3	14	7	6	10	14
143	4	4	12	12	7	6	3	15	2	10	3	4
144	9	15	11	2	0	1	2	6	2	9	7	11
145	11	4	8	14	2	7	13	12	15	9	14	11
146	9	13	8	11	13	14	6	5	13	13	2	6
147	2	5	1	0	5	10	9	14	0	5	7	1
148	8	4	9	8	8	9	5	12	11	2	6	11
149	8	13	7	15	4	7	6	1	9	2	2	0
150	10	6	4	1	12	12	1	6	1	5	5	6
151	11	14	8	12	7	13	6	13	1	14	14	13
152	4	0	13	0	13	10	0	13	11	7	15	4
153	9	11	6	5	11	5	2	6	13	9	0	8
154	0	5	13	4	8	15	14	2	9	0	7	8
155	3	3	12	3	11	14	15	2	14	6	5	3
156	15	14	1	9	13	8	4	15	1	10	7	15
157	6	8	6	14	8	5	5	14	13	13	8	9
158	9	10	11	5	11	1	6	10	9	8	7	6
159	0	1	5	13	3	4	0	13	8	14	8	8
160	6	10	12	9	2	10	9	3	2	7	3	15
161	7	7	13	5	0	6	8	10	4	14	1	9
162	3	5	5	8	7	11	2	8	12	0	5	12
163	14	2	13	3	1	12	10	11	0	10	15	5
164	14	3	6	7	12	7	10	4	0	15	7	11
165	10	3	6	2	14	8	12	0	15	3	14	3
166	8	13	15	10	6	1	7	9	11	14	4	9
167	5	14	7	15	12	1	11	2	9	7	15	3
168	11	6	13	13	8	9	3	12	14	1	3	1
169	3	13	0	8	12	14	1	9	2	4	7	3
170	6	2	12	12	5	13	11	0	12	14	7	9
171	7	12	0	5	10	8	4	12	15	2	12	12
172	1	5	8	15	10	11	15	9	15	7	12	0
173	10	5	14	3	2	7	2	2	9	2	3	7
174	3	0	12	9	7	11	0	5	8	13	9	14
175	2	2	14	10	8	5	4	15	4	14	2	4
176	11	3	15	2	13	0	5	14	1	9	12	13
177	12	1	2	11	5	8	8	3	10	4	4	6
178	10	6	3	13	15	7	1	2	6	0	12	11
179	11	6	4	13	5	9	6	0	5	2	8	9
180	9	11	11	12	7	4	0	12	13	14	6	13
181	13	10	6	3	13	7	6	1	9	12	11	5
182	3	0	6	4	11	11	15	7	15	6	13	15
183	11	9	14	11	15	1	8	12	8	11	5	13
184	14	7	2	12	11	10	13	15	4	11	13	5
185	1	15	4	3	13	4	12	6	6	12	1	9
186	2	7	6	0	10	6	2	12	8	9	12	10
187	6	7	1	7	10	0	12	1	4	8	6	3
188	4	6	4	1	14	13	6	12	10	9	13	7
189	2	13	4	12	9	4	14	5	7	14	3	13
190	1	5	12	5	3	9	15	1	1	8	5	11
191	13	12	13	2	0	7	9	7	14	9	8	10
192	11	1	0	3	10	7	5	3	1	6	15	9
193	12	6	3	0	4	5	4	9	0	1	6	6
194	14	7	14	2	4	10	7	11	10	9	3	2
195	1	13	5	12	15	4	11	2	11	8	10	12
196	8	0	0	5	10	2	1	11	15	11	4	11
197	9	7	8	14	0	4	10	8	4	3	7	1
198	12	6	10	7	8	0	11	6	11	4	1	12
199	14	2	4	14	15	8	6	9	14	9	9	7
200	12	11	4	11	6	12	14	12	2	10	12	15
201	11	9	5	9	5	1	9	5	13	10	4	3
202	8	4	8	15	13	4	1	13	14	10	4	15
203	5	0	1	12	12	8	5	0	12	8	0	5
204	13	9	6	0	14	1	6	8	3	7	10	15
205	3	15	14	12	11	3	6	2	7	10	10	4
206	8	1	2	11	11	13	5	2	8	12	6	11
207	0	8	4	13	5	3	11	8	14	4	7	14
208	3	10	11	13	11	6	8	15	7	15	0	11
209	14	0	3	0	14	4	9	11	15	2	5	13
210	9	1	2	8	1	7	8	11	13	15	13	1
211	7	8	12	9	13	11	13	11	4	7	1	3
212	2	1	9	13	0	1	5	0	15	6	8	0
213	6	0	10	13	13	10	12	8	0	1	5	14
214	8	1	14	11	14	4	11	0	15	6	11	0
215	8	6	8	12	4	1	9	15	13	14	9	4
216	6	1	2	3	5	14	9	5	7	15	6	15
217	8	0	11	13	0	0	1	6	10	1	0	6
218	5	4	4	5	5	13	14	3	4	10	12	11
219	13	9	4	2	6	0	10	0	9	10	13	13
220	12	10	13	13	11	0	1	2	8	15	7	0
221	12	7	0	9	15	5	1	4	13	14	10	6
222	8	11	7	4	7	12	5	6	7	2	4	1
223	13	12	15	14	11	14	1	15	9	4	2	2
224	2	2	10	13	5	11	15	5	13	8	8	15
225	15	11	1	1	7	10	10	11	15	7	11	8
226	11	2	2	7	8	6	9	5	4	4	2	4
227	12	15	7	6	1	9	0	14	9	3	10	2
228	5	1	4	6	3	15	8	12	4	5	0	11
229	2	8	9	0	0	12	5	13	12	0	2	10
230	10	10	12	0	1	14	5	13	13	7	3	2
231	13	3	14	11	10	0	10	14	2	14	12	14
232	13	0	5	10	15	12	8	12	9	7	7	2
233	1	6	1	14	13	4	8	15	15	10	11	3
234	12	5	13	1	15	8	13	15	4	0	5	1
235	14	12	5	12	2	10	5	0	1	14	4	11
236	14	7	14	14	8	9	8	5	13	13	13	0
237	13	4	10	0	10	15	9	14	15	13	12	2
238	3	7	0	0	0	14	14	4	9	14	8	13
239	6	6	15	12	6	15	5	12	2	2	1	2
240	2	7	0	1	4	4	13	15	3	0	14	12
241	5	7	3	13	3	7	13	15	15	1	2	2
242	7	11	5	1	6	9	8	11	0	11	1	5
243	2	7	11	13	14	0	2	7	1	8	3	6
244	3	3	6	0	8	9	10	0	13	2	5	13
245	11	11	5	2	1	6	4	8	2	5	1	10
246	8	6	4	11	1	5	6	13	7	6	9	3
247	13	11	1	12	13	11	9	3	9	3	6	4
248	0	0	14	3	7	10	0	4	3	7	1	13
249	0	13	11	14	15	5	4	5	11	2	13	2
250	10	12	10	2	15	6	3	5	1	5	15	9
251	13	11	1	8	9	5	0	6	10	1	3	6
252	12	14	7	10	2	15	13	6	12	8	1	10
253	8	4	15	11	2	5	1	7	14	12	11	15
254	0	10	4	5	11	6	15	9	10	15	0	11
255	15	3	4	8	11	9	9	7	6	10	9	3
256	14	14	14	1	12	2	4	5	7	12	14	4
257	6	4	9	9	8	4	13	0	7	6	13	8
258	12	9	13	12	7	11	11	15	7	13	15	4
259	8	14	0	2	9	4	13	3	10	8	13	13
260	9	12	11	14	15	0	5	8	2	12	11	10
261	8	3	8	8	0	6	12	15	2	13	5	2
262	12	0	10	10	2	10	11	10	8	10	15	6
263	4	6	11	14	4	9	2	15	13	12	13	3
264	3	2	9	15	11	6	9	14	5	6	12	11
265	2	6	13	4	13	4	5	11	13	4	0	12
266	1	13	0	8	12	2	11	15	3	4	15	5
267	0	7	6	11	14	11	10	9	11	2	6	1
268	14	5	5	0	9	7	2	5	13	13	2	1
269	13	15	6	1	5	7	1	14	6	15	15	12
270	3	4	4	5	13	8	12	14	9	5	11	12
271	0	11	0	6	6	6	9	14	12	1	6	10
272	9	2	5	1	6	2	4	3	7	2	7	3
273	4	1	12	1	2	7	13	11	5	13	6	5
274	12	0	11	8	15	10	0	1	13	2	9	7
275	5	2	12	12	6	11	15	3	4	12	11	1
276	2	1	13	10	5	0	8	8	15	14	6	10
277	8	6	1	6	10	10	9	2	8	5	3	5
278	12	11	14	4	7	1	0	15	5	11	5	7
279	15	2	6	1	3	1	11	1	10	0	13	15
280	14	10	10	14	2	12	1	15	7	0	3	5
281	1	5	4	10	7	14	5	0	8	2	9	1
282	3	1	11	15	12	5	14	2	6	2	2	1
283	14	2	0	14	7	7	9	8	3	14	12	8
284	4	11	15	10	14	4	3	12	3	3	2	12
285	1	0	8	2	8	1	12	15	4	7	0	1
286	14	15	15	12	15	2	5	15	11	15	9	7
287	7	4	10	13	6	12	11	6	10	5	5	8
288	0	10	1	2	15	1	2	5	8	9	12	9
289	8	11	15	4	1	14	8	13	4	0	11	8
290	0	14	11	0	15	10	11	4	2	14	11	5
291	5	10	7	3	3	14	10	2	14	7	13	8
292	14	11	4	15	9	15	1	4	15	12	4	10
293	10	1	10	13	2	11	1	2	3	13	2	3
294	5	11	7	0	4	9	11	13	15	2	3	1
295	10	2	10	3	7	9	7	15	14	15	7	11
296	5	0	6	5	13	2	3	9	3	7	3	11
297	13	7	3	3	3	0	7	4	10	11	9	14
298	6	9	13	15	0	8	3	7	9	7	12	3
299	10	4	8	15	9	1	7	14	0	10	10	6
300	13	9	14	6	0	3	13	7	2	14	1	8
301	10	5	13	6	0	2	14	15	8	2	0	6
302	3	14	6	13	9	2	8	8	8	5	4	3
303	14	15	12	8	5	6	2	14	1	10	7	5
304	12	1	7	4	8	6	2	1	14	7	0	0
305	10	7	12	10	10	3	7	1	0	6	0	9
306	15	8	14	7	15	8	11	13	8	1	15	10
307	7	12	7	11	12	15	10	15	5	10	0	4
308	2	6	3	15	5	14	3	1	10	4	7	12
309	6	15	14	3	1	9	3	2	14	13	0	15
310	9	0	12	7	2	4	9	0	8	11	13	6
311	13	8	6	3	9	1	12	5	4	3	12	9
312	12	10	7	13	8	6	8	3	8	6	12	9
313	13	2	8	11	11	4	7	3	0	6	14	10
314	5	7	6	5	14	9	3	1	4	10	15	13
315	6	7	12	11	8	9	0	2	15	1	0	11
316	7	0	1	13	1	9	0	1	11	15	9	1
317	15	4	15	11	4	2	5	1	11	8	9	2
318	4	4	11	1	1	10	9	0	7	12	15	2
319	3	10	13	11	5	0	4	5	1	6	6	7
320	4	4	13	1	11	7	12	10	5	9	6	14
321	15	15	14	11	2	15	6	6	5	15	12	14
322	12	9	14	7	15	13	11	10	11	5	8	1
323	3	2	10	3	0	1	4	14	11	14	4	7
324	15	2	11	2	3	10	10	12	8	12	0	7
325	15	8	8	3	13	13	5	8	13	4	9	14
326	13	1	8	9	3	7	11	0	14	1	1	2
327	4	14	0	15	15	13	8	8	11	9	12	6
328	15	12	7	4	6	6	2	7	14	11	3	2
329	0	15	12	10	13	11	9	13	7	1	8	12
330	0	2	13	14	10	2	12	5	0	10	15	5
331	4	13	11	15	0	6	5	1	2	14	4	4
332	0	12	4	9	4	6	12	9	15	2	4	9
333	15	8	4	1	5	0	7	12	0	14	10	12
334	5	6	11	8	7	15	1	12	11	11	10	14
335	4	9	7	5	8	9	7	11	2	10	10	11
336	2	8	5	11	12	6	11	0	4	5	0	12
337	11	12	9	13	2	3	12	1	13	2	9	5
338	7	8	7	2	2	6	0	2	8	5	7	4
339	6	4	8	11	2	5	8	12	0	10	2	11
340	6	7	0	15	9	10	12	9	7	14	13	10
341	12	9	3	10	7	11	15	4	8	15	8	5
342	6	6	0	6	12	4	15	7	6	11	15	13
343	1	2	0	11	3	3	15	11	3	11	11	1
344	11	7	9	7	6	8	9	7	1	4	5	10
345	12	13	2	15	2	2	3	14	5	2	11	0
346	13	0	12	0	5	3	4	14	5	7	1	2
347	1	14	4	11	2	10	7	1	3	12	13	8
348	8	12	0	2	3	12	10	6	9	14	9	4
349	2	9	14	6	6	5	5	3	4	15	2	15
350	3	14	3	0	4	2	6	4	9	0	2	0
351	11	14	4	8	12	3	2	5	4	3	12	5
352	5	5	7	3	0	2	7	15	12	2	13	9
353	14	5	1	0	13	10	12	6	5	11	4	14
354	1	1	3	10	14	14	5	1	1	4	0	7
355	10	8	5	2	2	7	14	3	10	11	7	8
356	15	11	11	6	8	7	1	0	13	14	3	14
357	6	15	4	1	5	13	11	2	13	13	5	0
358	0	6	9	1	13	13	2	10	11	2	4	8
359	7	1	15	12	3	2	4	0	4	12	11	8
360	11	2	2	0	3	8	8	4	2	1	5	6
361	3	7	11	2	6	7	3	9	2	8	7	7
362	11	0	6	9	7	3	9	2	3	7	0	12
363	5	3	6	1	12	15	3	4	9	15	11	4
364	13	4	6	13	1	1	8	13	11	5	0	2
365	6	13	5	4	5	2	8	6	9	6	8	8
366	4	12	15	11	5	1	3	2	9	2	5	14
367	12	15	8	9	4	14	15	1	7	14	3	7
368	7	3	6	8	4	15	1	11	9	0	13	4
369	6	2	2	11	15	1	0	11	3	4	14	1
370	9	10	9	5	4	7	2	12	7	5	4	11
371	14	8	2	7	0	0	10	12	12	9	14	5
372	12	14	7	12	1	15	14	14	3	5	0	7
373	1	1	0	14	0	4	4	13	9	3	9	4
374	9	10	10	13	8	9	8	5	5	7	9	15
375	10	12	15	5	1	10	13	6	12	2	1	13
376	14	12	5	7	7	3	1	1	3	10	9	6
377	5	13	2	15	3	0	2	13	3	8	6	4
378	13	2	12	2	3	14	11	0	11	4	3	8
379	10	11	10	15	9	10	4	10	1	14	11	7
380	6	2	0	7	5	9	1	6	13	15	11	4
381	6	8	12	10	6	8	13	3	13	8	2	1
382	15	1	3	12	12	11	8	2	5	14	4	12
383	5	8	0	3	14	11	14	15	9	12	10	5
384	2	0	13	3	9	6	11	1	13	5	12	15
385	2	15	13	2	2	7	5	2	9	10	5	10
386	10	10	9	10	15	3	15	14	12	2	12	9
387	1	8	15	2	13	13	9	9	6	12	8	7
388	3	9	9	7	2	11	3	13	11	2	11	11
389	10	15	1	13	11	8	6	12	2	3	13	11
390	6	4	4	12	12	2	15	6	7	14	2	12
391	3	5	14	10	8	1	2	13	15	14	6	10
392	4	10	0	14	14	6	12	8	5	5	0	11
393	0	5	12	12	4	15	5	9	11	14	0	4
394	6	14	11	4	2	2	14	1	2	0	5	7
395	9	8	15	4	3	9	7	1	0	0	4	12
396	14	4	3	9	13	12	15	6	6	10	8	10
397	14	6	13	10	3	6	2	14	11	0	5	4
398	10	0	9	12	15	11	4	10	13	8	7	13
399	0	13	14	12	4	3	4	12	5	4	11	2
400	7	3	15	6	15	15	0	8	3	1	5	4
401	4	4	15	11	0	8	2	12	4	13	14	3
402	0	9	10	13	2	8	10	15	12	14	11	2
403	13	14	5	0	14	7	7	2	5	9	15	6
404	5	5	3	15	1	11	11	9	3	13	10	0
405	9	6	10	0	15	11	14	1	0	6	15	4
406	10	0	6	5	8	15	13	0	1	12	0	6
407	9	6	14	7	5	8	13	12	6	15	6	10
408	9	5	7	4	4	2	15	15	9	1	11	15
409	8	2	6	11	1	13	13	3	4	6	8	9
410	9	7	12	0	15	9	4	8	11	11	15	10
411	7	5	10	6	10	3	15	10	7	15	4	10
412	8	6	12	15	10	15	3	4	3	13	14	6
413	1	14	10	2	12	11	3	0	8	1	10	10
414	15	1	5	5	12	3	11	10	6	2	4	1
415	7	12	10	1	10	2	15	4	7	12	4	5
416	7	9	9	12	14	5	14	4	9	6	2	10
417	5	4	9	13	4	3	4	2	2	1	11	12
418	0	1	9	7	10	13	1	9	14	7	14	4
419	5	4	13	8	15	10	2	15	9	5	11	8
420	0	5	4	10	9	12	9	4	6	2	0	1
421	15	8	1	7	14	14	0	11	4	13	2	2
422	13	11	8	10	1	0	2	2	3	3	8	7
423	10	4	6	2	10	1	13	15	12	9	5	11
424	3	5	13	11	1	5	1	3	2	13	9	12
425	1	13	9	11	9	15	8	14	0	10	5	12
426	13	12	3	3	7	15	0	0	10	5	14	15
427	9	5	6	3	2	8	3	4	15	12	12	1
428	7	1	2	6	4	15	6	2	1	9	9	11
429	9	12	6	5	10	11	11	9	2	12	7	8
430	3	5	5	9	7	15	0	0	12	8	2	5
431	8	6	5	14	2	4	13	15	9	2	9	15
432	0	1	4	3	9	11	15	8	0	6	7	11
433	6	1	6	5	10	5	11	2	0	11	4	10
434	7	1	0	4	2	4	10	12	1	8	3	5
435	5	10	0	8	11	1	12	7	5	15	1	14
436	10	8	4	9	2	15	6	0	4	7	5	5
437	14	9	1	9	11	5	0	8	7	14	4	9
438	7	13	1	12	10	6	3	10	3	8	10	2
439	12	15	9	12	14	11	13	4	2	6	10	8
440	11	3	11	10	9	12	5	8	7	5	1	9
441	5	3	7	10	4	13	1	6	1	12	12	15
442	2	9	1	4	11	12	7	15	14	4	7	8
443	9	1	0	10	2	2	14	9	8	5	1	5
444	4	15	11	3	3	12	9	13	10	4	4	12
445	9	6	9	12	8	7	10	2	8	9	7	4
446	3	5	4	14	10	12	11	5	12	5	13	8
447	14	5	7	15	15	9	7	3	15	11	6	14
448	0	14	3	11	4	4	6	6	4	4	3	2
449	4	4	4	9	9	0	2	0	14	13	9	6
450	5	14	0	13	13	14	9	9	13	7	12	1
451	9	13	7	12	4	11	12	0	14	12	1	5
452	6	14	4	12	1	14	10	0	14	11	9	15
453	0	7	12	13	0	5	7	12	2	10	11	2
454	7	2	11	5	14	11	10	9	15	2	7	10
455	12	2	10	10	10	13	0	10	4	13	13	15
456	12	4	1	1	1	1	10	8	1	1	0	8
457	4	10	0	5	10	4	14	5	6	3	1	12
458	5	13	6	12	15	7	9	14	14	1	10	7
459	12	0	10	1	5	1	8	8	13	4	3	10
460	5	14	8	0	1	15	4	8	9	6	9	2
461	10	9	0	5	2	4	2	9	1	2	1	2
462	0	12	9	11	14	0	8	4	9	1	5	5
463	8	15	3	10	15	2	5	9	8	0	5	0
464	6	4	6	15	1	10	9	1	15	5	14	0
465	8	10	15	1	4	11	8	3	1	8	9	12
466	3	6	7	1	8	14	8	15	8	5	8	3
467	6	12	15	4	7	2	4	2	1	2	7	15
468	7	13	8	3	7	3	13	4	3	8	10	12
469	9	6	4	6	13	8	8	2	4	3	10	0
470	14	10	6	13	4	6	7	14	4	5	2	1
471	9	4	6	0	0	8	0	2	10	15	10	2
472	14	13	12	12	14	5	1	5	4	0	7	0
473	7	0	6	9	10	2	6	14	1	15	13	5
474	2	2	7	7	3	8	3	9	3	0	15	3
475	4	6	11	11	7	14	2	11	4	10	10	4
476	3	2	11	15	1	3	15	1	0	3	4	7
477	7	2	5	1	10	12	8	12	2	14	5	4
478	11	7	11	3	10	4	7	5	11	0	2	8
479	10	14	5	12	0	8	10	4	14	12	7	2
480	12	3	8	3	5	7	6	8	11	9	13	6
481	15	0	13	9	1	7	9	13	11	9	3	13
482	1	7	6	15	3	11	5	0	10	0	12	1
483	8	5	0	0	13	5	8	13	7	0	8	10
484	0	5	0	2	8	5	6	15	15	3	7	7
485	7	9	12	2	0	2	6	2	4	4	6	14
486	2	15	9	8	8	2	10	0	6	9	9	7
487	12	1	14	1	6	2	2	9	3	9	10	13
488	0	12	2	12	6	10	0	0	14	5	2	5
489	15	6	13	13	1	7	14	13	2	0	10	11
490	3	11	7	3	6	8	3	9	3	10	0	5
491	9	2	8	13	10	11	14	9	12	10	14	7
492	3	15	12	13	13	7	15	8	12	13	5	6
493	4	12	14	8	6	2	5	2	15	0	5	10
494	7	11	1	9	2	15	8	0	8	0	12	13
495	6	7	11	6	5	11	0	7	0	3	8	12
496	15	11	7	3	8	3	15	2	0	12	1	8
497	15	0	5	6	7	1	15	12	11	6	9	4
498	11	1	5	15	9	2	3	9	3	15	3	7
499	10	1	7	7	13	13	14	2	13	14	14	8
500	13	12	7	15	4	8	5	11	8	7	11	15
501	15	5	14	12	9	4	2	4	15	11	5	7
502	8	2	6	1	7	4	3	14	12	14	4	2
503	6	2	5	6	7	1	15	6	6	9	9	15
504	3	11	6	4	8	3	1	2	1	9	1	12
505	12	8	2	4	1	4	14	15	13	7	0	12
506	9	4	14	13	15	7	8	6	13	3	15	7
507	5	5	6	3	15	13	9	11	9	10	14	9
508	12	0	2	12	1	13	2	1	15	7	12	1
509	8	0	0	14	9	3	15	11	1	1	5	5
510	1	9	7	3	4	11	5	7	2	10	9	14
511	14	15	7	15	5	12	13	15	11	3	15	10
512	14	13	0	14	5	13	14	4	0	2	2	10
513	2	3	10	10	13	9	9	14	7	0	5	9
514	7	4	14	3	12	4	5	4	14	1	3	4
515	10	0	1	4	13	3	13	14	7	2	2	14
516	1	7	7	9	5	0	11	9	4	4	6	7
517	12	4	10	5	12	7	13	11	11	6	15	7
518	10	15	2	6	10	11	1	10	11	1	9	3
519	5	15	13	8	0	6	1	7	5	7	0	0
520	3	4	3	3	12	5	6	11	13	8	5	10
521	8	14	0	4	14	2	15	8	14	6	9	13
522	8	7	4	10	2	8	10	1	15	1	0	14
523	10	4	1	0	4	5	7	8	7	4	4	0
524	2	15	0	3	11	12	9	0	3	12	6	11
525	8	7	6	8	1	4	8	7	8	14	15	4
526	4	2	14	15	3	5	14	3	11	14	12	2
527	15	2	12	8	11	8	8	1	15	2	14	10
528	12	12	5	2	12	8	5	2	8	3	8	11
529	0	6	10	14	4	0	10	11	1	1	14	7
530	4	12	6	4	1	15	14	15	13	15	15	0
531	13	7	0	2	11	3	13	7	2	2	11	3
532	10	7	2	1	4	13	4	2	0	15	2	7
533	4	3	5	13	15	8	7	12	4	6	9	3
534	8	2	3	1	6	9	6	4	12	9	8	10
535	3	4	12	15	12	5	10	14	11	11	14	2
536	2	11	10	10	4	7	7	11	7	9	12	2
537	1	4	7	1	3	14	8	9	3	3	4	11
538	14	7	14	12	5	9	5	11	1	2	8	5
